"cost_level","ADM_RATE","SATMTMID","LOCALE","region","GRAD_DEBT_MDN","C150_4","SATVRMID","PFTFAC","md_earn_wne_p8","UGDS","COSTT4_A","ROI","AVG_INC","Major_Cluster"
"Low",0.6571039413845394,531.1777777777778,"City:Midsize","Rocky Mountains",7000.0,0.4732235186873289,523.5020210185934,0.1181,29800.0,1979.0,13329.0,2.23572661114862,46361.30947,"Specialized"
"High",0.6571039413845394,531.1777777777778,"Suburb:Large","Rocky Mountains",9500.0,0.4613,523.5020210185934,0.1714,23300.0,393.0,30228.0,0.770808521900225,20285.43684,"Professional"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Rocky Mountains",5000.0,0.4732235186873289,523.5020210185934,1.0,27100.0,3305.0,11015.0,2.46028143440763,46344.42785,"Specialized"
"Low",0.7643,505.0,"Town:Remote","Rocky Mountains",11425.0,0.4171,520.0,0.983,34000.0,5774.0,15262.0,2.22775520901586,50406.10248,"Comprehensive"
"High",0.6571039413845394,531.1777777777778,"Suburb:Large","Rocky Mountains",24815.0,0.5522,523.5020210185934,0.386,25600.0,475.0,33250.0,0.769924812030075,23407.67058,"Professional"
"High",0.6571039413845394,531.1777777777778,"City:Small","Rocky Mountains",24815.0,0.5598,523.5020210185934,0.3415,25600.0,619.0,24110.0,1.06180008295313,23407.67058,"Professional"
"Low",0.9733,545.0,"City:Small","Rocky Mountains",12000.0,0.5284,540.0,0.9723,37300.0,19460.0,14956.0,2.49398234822145,48415.8604,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Rocky Mountains",16300.0,0.2895,523.5020210185934,0.3433,37200.0,26931.0,16621.0,2.23813248300343,39956.94262,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Large","Rocky Mountains",7250.0,0.4732235186873289,523.5020210185934,0.2366,33100.0,26212.0,11418.0,2.89893151164827,33239.5029,"Specialized"
"Low",0.832,582.0,"City:Midsize","Rocky Mountains",14500.0,0.5533,560.0,0.7328,44300.0,23275.0,16797.0,2.63737572185509,47516.41544,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Rocky Mountains",13000.0,0.3444,523.5020210185934,0.9835,39100.0,18461.0,11586.0,3.37476264457103,43359.3575,"Comprehensive"
"High",0.6798,560.0,"City:Midsize","Rocky Mountains",24500.0,0.6564,554.0,1.0,41700.0,2376.0,36655.0,1.13763470195062,73387.00273,"Comprehensive"
"High",0.724,531.1777777777778,"Town:Distant","New England",21375.0,0.6715,523.5020210185934,0.6889,25500.0,686.0,56050.0,0.454950936663693,43345.47677142704,"Comprehensive"
"High",0.8483,531.1777777777778,"City:Small","New England",22961.0,0.4286,523.5020210185934,0.0625,26700.0,178.0,31174.0,0.85648296657471,58758.24074,"Professional"
"Low",0.8625,485.0,"Town:Distant","New England",23655.5,0.4967,480.0,0.3776,31200.0,1987.0,19072.0,1.63590604026846,75482.29832,"Comprehensive"
"High",0.8458,550.0,"City:Small","New England",25000.0,0.6211,555.0,0.3176,37900.0,2608.0,40229.0,0.942106440627408,91390.12015,"Professional"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Midsize","New England",9832.0,0.4732235186873289,523.5020210185934,0.4922533516483511,25000.0,5234.0,9973.0,2.50676827434072,30131.95834,"Specialized"
"Low",1.0,531.1777777777778,"Rural:Distant","New England",20175.0,0.1429,523.5020210185934,0.1171,32000.0,240.0,22833.0,1.40148031358122,36128.01915,"Professional"
"High",0.6682,515.0,"Rural:Distant","New England",23303.5,0.437,546.0,0.6104,25800.0,626.0,40580.0,0.635781172991622,74800.03461,"Comprehensive"
"Low",0.9535,465.0,"Rural:Distant","New England",24188.0,0.3333,485.0,0.2315,28000.0,1604.0,18165.0,1.54142581888247,52389.79357,"Comprehensive"
"Low",0.9865,470.0,"Town:Remote","New England",25000.0,0.3292,460.0,0.3972,29700.0,1331.0,18639.0,1.59343312409464,65505.43766,"Comprehensive"
"High",0.8726,531.1777777777778,"Rural:Distant","New England",21875.0,0.6618,523.5020210185934,0.5313,21800.0,280.0,47740.0,0.456640134059489,75715.00059,"Comprehensive"
"High",0.1722,695.0,"Town:Distant","New England",17510.0,0.9295,690.0,0.9329,49100.0,2474.0,55750.0,0.880717488789238,126411.0093,"Comprehensive"
"High",0.6569,535.0,"Town:Distant","New England",25000.0,0.5508,525.0,0.4795,43800.0,2292.0,42309.0,1.03524072892292,90001.99715,"Comprehensive"
"High",0.7807,570.0,"Suburb:Midsize","New England",25800.0,0.8159,580.0,0.9793,41600.0,1952.0,45630.0,0.911680911680912,118941.6346,"Comprehensive"
"High",0.6918,420.0,"Town:Remote","New England",25000.0,0.5581,435.0,1.0,35300.0,205.0,30451.0,1.15923943384454,38436.7257,"Professional"
"High",0.7816,450.0,"Rural:Fringe","New England",24056.0,0.2353,475.0,0.451,33400.0,528.0,29496.0,1.13235692975319,60152.266,"Professional"
"Low",0.8074,500.0,"Rural:Remote","New England",16062.5,0.4667,480.0,0.5,40000.0,1503.0,20820.0,1.92122958693564,53656.51378,"Professional"
"High",0.7538,595.0,"City:Small","New England",21250.0,0.7233,590.0,0.8024,39400.0,10459.0,26274.0,1.49958133516023,104034.4663,"Comprehensive"
"High",0.7477,531.1777777777778,"City:Large","Southeast",16559.5,0.4732235186873289,523.5020210185934,0.6032,35100.0,841.0,23865.0,1.47077309868008,34878.4044,"Specialized"
"High",0.5417,475.0,"Town:Remote","Southeast",24475.0,0.4105,465.0,0.4758,38600.0,859.0,32434.0,1.19010914472467,56418.64685,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Southeast",9999.5,0.4732235186873289,523.5020210185934,0.3172,29600.0,3823.0,10874.0,2.72208938752989,36068.28426,"Specialized"
"High",0.4885,452.0,"Town:Remote","Southeast",18750.0,0.3592,455.0,0.413,39400.0,743.0,30150.0,1.30679933665008,56321.15268,"Comprehensive"
"High",0.5151,515.0,"Suburb:Small","Southeast",25000.0,0.5852,510.0,0.7518,37500.0,1638.0,38416.0,0.976155768429821,86390.47545,"Comprehensive"
"High",0.3464,670.0,"Suburb:Small","Southeast",17586.0,0.9074,675.0,0.7697,48800.0,6020.0,23722.0,2.05716212798246,116083.6646,"Comprehensive"
"High",0.819,520.0,"City:Large","Southeast",28125.0,0.3333,555.0,0.9309,39500.0,2220.0,30337.0,1.30204041269737,45593.72802,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Southeast",18765.904755244756,0.4732235186873289,523.5020210185934,0.1813,24300.0,3452.0,8861.0,2.74235413610202,26505.10531,"Specialized"
"Low",0.5859,565.0,"City:Midsize","Southeast",21501.5,0.6321,575.0,0.634,39800.0,4829.0,22741.0,1.75014291368014,103827.6215,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Large","Southeast",24071.5,0.1757,523.5020210185934,0.2169,21000.0,857.0,21387.0,0.981904895497265,20576.55441,"Professional"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Large","Southeast",24071.5,0.2527,523.5020210185934,0.2857,21000.0,1004.0,21737.0,0.966094677278373,20576.55441,"Professional"
"High",0.3456,450.0,"City:Small","Southeast",23438.0,0.5309,462.0,0.8831,50900.0,859.0,29423.0,1.72993916323964,52740.19623,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Southeast",9500.0,0.4732235186873289,523.5020210185934,0.2371,25900.0,914.0,8974.0,2.88611544461778,32093.27644,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Southeast",4500.0,0.4732235186873289,523.5020210185934,0.2014,23400.0,2686.0,10441.0,2.24116463940236,21266.71394,"Specialized"
"High",0.6571039413845394,531.1777777777778,"City:Large","Southeast",25563.0,0.5532,523.5020210185934,0.0661,21500.0,1605.0,27614.0,0.778590570000724,14081.75835,"Professional"
"High",0.7093,497.0,"Rural:Fringe","Southeast",24000.0,0.5917,499.0,0.9324,32900.0,916.0,37738.0,0.871800307382479,69102.73697,"Comprehensive"
"High",0.684,525.0,"City:Small","Southeast",23875.0,0.6634,530.0,0.5074,34900.0,1017.0,35450.0,0.984485190409027,72759.17433,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Remote","Southeast",18765.904755244756,0.4732235186873289,523.5020210185934,0.2353,20600.0,804.0,9255.0,2.22582387898433,19468.72696,"Specialized"
"High",0.7826,440.0,"Rural:Distant","Southeast",26725.0,0.3121,440.0,0.6847,32400.0,1510.0,35100.0,0.923076923076923,60276.10635,"Comprehensive"
"Low",0.5279,580.0,"Suburb:Large","Southeast",18475.0,0.6447,570.0,1.0,53100.0,20194.0,19818.0,2.67938237965486,71289.40216,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Southeast",6300.0,0.4732235186873289,523.5020210185934,0.1881,29400.0,6012.0,11476.0,2.56186824677588,30805.86204,"Specialized"
"High",0.5479,560.0,"Rural:Distant","Southeast",25000.0,0.6656,545.0,0.9554,42500.0,1057.0,42854.0,0.991739394222243,43345.47677142704,"Comprehensive"
"High",0.3706,527.0,"City:Midsize","Southeast",25000.0,0.5487,533.0,0.7724,38000.0,4265.0,30285.0,1.25474657421166,67653.45707,"Comprehensive"
"High",0.8266,515.0,"Suburb:Midsize","Southeast",25000.0,0.625,545.0,0.619,28600.0,716.0,41876.0,0.682968764925017,70144.55811,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Large","Southeast",11612.5,0.4732235186873289,523.5020210185934,0.2163,27900.0,11247.0,9747.0,2.86241920590951,27381.43249,"Specialized"
"Low",0.5988,600.0,"City:Small","Southeast",19000.0,0.814,590.0,0.7339,48800.0,17575.0,20340.0,2.3992133726647,108886.9105,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Large","Southeast",10403.0,0.4732235186873289,523.5020210185934,0.188,31500.0,6945.0,9282.0,3.39366515837104,33079.83612,"Specialized"
"High",0.6571039413845394,531.1777777777778,"City:Midsize","Southeast",9500.0,0.4732235186873289,523.5020210185934,0.0833,19200.0,420.0,23892.0,0.803616273229533,17872.17975,"Specialized"
"High",0.6571039413845394,531.1777777777778,"City:Small","Southeast",21946.5,0.4757,523.5020210185934,0.6925,31400.0,39484.0,29160.0,1.07681755829904,41639.10163,"Comprehensive"
"Low",0.7461,505.0,"Town:Remote","Southeast",21968.0,0.6034,515.0,0.74,37500.0,4160.0,22635.0,1.65672630881378,90352.49283,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Southeast",4952.5,0.4732235186873289,523.5020210185934,0.1502,29300.0,4921.0,10598.0,2.76467257973203,32616.72644,"Specialized"
"High",0.6831,500.0,"City:Small","Southeast",25000.0,0.5208,500.0,0.6436,37000.0,2208.0,39725.0,0.931403398363751,86483.11449,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Southeast",13804.0,0.4732235186873289,523.5020210185934,0.4922533516483511,47000.0,190.0,20184.0,2.32857709076496,55337.10682,"Specialized"
"High",0.4447,465.0,"City:Small","Southeast",26812.0,0.4935,485.0,0.2133,35700.0,1374.0,35606.0,1.00264000449362,53180.54181,"Comprehensive"
"Low",0.7568,555.0,"Suburb:Midsize","Southeast",19560.0,0.7058,585.0,0.6525,44700.0,4312.0,19332.0,2.31222842954687,100771.1925,"Comprehensive"
"High",0.7777,485.0,"City:Midsize","Southeast",24125.0,0.4787,500.0,0.3782,48200.0,2351.0,33926.0,1.42073925602783,71044.05368,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Distant","Southeast",18765.904755244756,0.4732235186873289,523.5020210185934,0.2289,21000.0,2255.0,9223.0,2.27691640464057,19209.80506,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Midsize","Southeast",25167.0,0.3487,523.5020210185934,0.1388,20100.0,3593.0,22518.0,0.892619237942979,15993.11846,"Professional"
"Low",0.6571039413845394,531.1777777777778,"Town:Fringe","Southeast",8000.0,0.4732235186873289,523.5020210185934,0.2385,26600.0,3171.0,9429.0,2.82108389012621,32070.22371,"Specialized"
"Low",0.6526,430.0,"City:Midsize","Southeast",27086.5,0.3448,440.0,0.6753,30300.0,6222.0,18499.0,1.63792637439862,41892.94729,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Large","Southeast",10500.0,0.4732235186873289,523.5020210185934,0.3136,37400.0,42808.0,12390.0,3.01856335754641,41618.42081,"Specialized"
"Low",0.7533,510.0,"City:Midsize","Southeast",22125.0,0.5,510.0,0.5987,39200.0,18881.0,19088.0,2.0536462699078,64618.21398,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Southeast",18765.904755244756,0.4732235186873289,523.5020210185934,0.2775,22800.0,2604.0,10446.0,2.18265364732912,20826.31182,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Distant","Southeast",18765.904755244756,0.4732235186873289,523.5020210185934,0.1545,21300.0,1142.0,11223.0,1.89788826516974,19085.53243,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Southeast",17667.0,0.4732235186873289,523.5020210185934,0.2368,19700.0,460.0,15890.0,1.23977344241661,20005.29219,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Small","Southeast",8100.0,0.4732235186873289,523.5020210185934,0.24,27400.0,3900.0,10035.0,2.73044344793224,31252.02503,"Specialized"
"Low",0.8024,505.0,"City:Small","Southeast",20380.0,0.5577,510.0,0.6905,38900.0,8319.0,18892.0,2.05907262333263,83631.74866,"Comprehensive"
"High",0.5574,540.0,"Suburb:Large","Southeast",23314.0,0.6164,550.0,0.6209,39900.0,1241.0,42434.0,0.94028373474101,95713.68193,"Comprehensive"
"High",0.7109,550.0,"City:Small","Southeast",25000.0,0.6304,555.0,0.6182,33400.0,555.0,41449.0,0.805809549084417,90640.85252,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Distant","Southeast",18765.904755244756,0.4732235186873289,523.5020210185934,0.1225,24200.0,1923.0,14508.0,1.66804521643231,21938.92245,"Specialized"
"High",0.6571039413845394,531.1777777777778,"City:Midsize","Southeast",10667.0,0.4732235186873289,523.5020210185934,0.3889,23700.0,442.0,28935.0,0.819077242094349,23275.07609,"Specialized"
"Low",0.7391,531.1777777777778,"Rural:Fringe","Southeast",10000.0,0.4732235186873289,523.5020210185934,1.0,29000.0,1284.0,11980.0,2.42070116861436,54868.34359,"Specialized"
"Low",0.6667,531.1777777777778,"Suburb:Large","Southeast",24334.0,1.0,523.5020210185934,0.7931,55800.0,245.0,20572.0,2.7124246548707,59881.19348,"Specialized"
"High",0.3271,655.0,"City:Midsize","Southeast",18980.0,0.8271,635.0,0.623,51500.0,3245.0,52413.0,0.982580657470475,102340.3315,"Comprehensive"
"High",0.6955,540.0,"Suburb:Midsize","Southeast",25000.0,0.6873,545.0,0.8084,38700.0,1997.0,43696.0,0.885664591724643,95838.57489,"Comprehensive"
"High",1.0,350.0,"NA","Southeast",18765.904755244756,0.2089,365.0,0.5556,26800.0,410.0,24202.0,1.10734650028923,28874.79905,"Professional"
"High",0.8111,515.0,"City:Small","Southeast",25000.0,0.4472,505.0,0.5725,38100.0,1812.0,38498.0,0.989661800613019,83979.43423,"Comprehensive"
"High",0.9881,515.0,"Town:Distant","Southeast",19408.0,0.2511,520.0,0.6786,28300.0,792.0,27050.0,1.04621072088725,65176.45945,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Distant","Southeast",18765.904755244756,0.4732235186873289,523.5020210185934,0.229,21700.0,3355.0,12001.0,1.80818265144571,20672.75477,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Southeast",18765.904755244756,0.4732235186873289,523.5020210185934,0.187,21300.0,2061.0,11256.0,1.89232409381663,20490.43932,"Specialized"
"High",0.6571039413845394,531.1777777777778,"City:Midsize","Southeast",37500.0,0.1864,523.5020210185934,0.1671,45700.0,7616.0,31329.0,1.45871237511571,25985.357,"Professional"
"High",0.8196,507.0,"Suburb:Midsize","Southeast",23000.0,0.6961,545.0,0.7476,36500.0,610.0,42944.0,0.849944113263785,85047.34982,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Midsize","Southeast",9000.0,0.4732235186873289,523.5020210185934,0.1835,26800.0,9245.0,10391.0,2.57915503801367,29177.6764,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Midsize","Southeast",8993.0,0.4732235186873289,523.5020210185934,0.2296,27500.0,29043.0,8830.0,3.11438278595696,30156.34298,"Specialized"
"Low",0.7716,475.0,"Town:Distant","Southeast",18159.5,0.388,480.0,0.4971,35200.0,1608.0,17345.0,2.02940328624964,50511.85623,"Professional"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Small","Southeast",18765.904755244756,0.4732235186873289,523.5020210185934,0.2938,23300.0,1923.0,10072.0,2.31334392374901,23706.12426,"Specialized"
"High",0.9509,470.0,"City:Small","Southeast",24750.0,0.2616,480.0,0.4059,31000.0,519.0,39398.0,0.786841971673689,58780.59658,"Comprehensive"
"Low",0.6655,620.0,"City:Small","Southeast",22453.0,0.8162,590.0,0.9892,52900.0,23589.0,22459.0,2.35540317912641,107196.5249,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Southeast",10500.0,0.4732235186873289,523.5020210185934,0.1824,27400.0,5584.0,10438.0,2.62502395094846,30439.46279,"Specialized"
"Low",0.709,540.0,"City:Midsize","Southeast",22634.0,0.5309,540.0,0.4984,38600.0,22208.0,23018.0,1.67694847510644,74271.16949,"Comprehensive"
"Low",0.3327,685.0,"City:Small","Southeast",17125.0,0.939,665.0,0.9417,53600.0,14568.0,22535.0,2.37852229864655,99169.37017,"Comprehensive"
"Low",0.4612,570.0,"Town:Distant","Southeast",19000.0,0.6942,565.0,0.6667,53300.0,1605.0,22135.0,2.40795120849334,111007.4984,"Comprehensive"
"Low",0.5776,430.0,"Suburb:Large","Southeast",27000.0,0.3801,425.0,0.5466,29600.0,5181.0,17597.0,1.68210490424504,45561.33509,"Comprehensive"
"High",0.746,390.0,"City:Midsize","Southeast",30500.0,0.2921,523.5020210185934,0.6741,27200.0,1331.0,26055.0,1.04394549990405,43380.38168,"Comprehensive"
"High",0.8601,485.0,"City:Large","Southeast",25000.0,0.4828,490.0,0.7436,35900.0,1367.0,38642.0,0.929040939909943,71281.29858,"Comprehensive"
"High",0.1822,700.0,"Town:Distant","Southeast",19250.0,0.9095,695.0,0.7994,61800.0,1788.0,53082.0,1.16423646433819,43345.47677142704,"Comprehensive"
"High",0.6571039413845394,531.1777777777778,"Suburb:Large","Southeast",22917.0,0.3146,523.5020210185934,0.1974,29100.0,829.0,24632.0,1.18139006170835,19315.2413,"Professional"
"Low",0.6571039413845394,531.1777777777778,"Town:Distant","Southeast",3937.5,0.4732235186873289,523.5020210185934,0.1991,24700.0,2482.0,5935.0,4.16175231676495,24629.41091,"Specialized"
"High",0.3717,531.1777777777778,"City:Large","Far West",27500.0,0.3404,523.5020210185934,0.4485,30900.0,1956.0,30569.0,1.01082796296902,47975.67178,"Professional"
"Low",0.6571039413845394,531.1777777777778,"City:Midsize","Far West",10877.0,0.2899,523.5020210185934,0.2299,38100.0,4782.0,11167.0,3.4118384525835,33132.23943,"Professional"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Far West",14627.0,0.4732235186873289,523.5020210185934,0.4408,36800.0,877.0,11076.0,3.32249909714698,26020.30072,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Far West",10983.0,0.4732235186873289,523.5020210185934,0.3814,29800.0,1319.0,11605.0,2.56785868160276,28439.2548,"Specialized"
"High",0.5978,531.1777777777778,"City:Small","Far West",9500.0,0.4732235186873289,523.5020210185934,0.3684,28400.0,362.0,28645.0,0.991447023913423,23463.02467,"Specialized"
"Low",0.7839,505.0,"Town:Distant","Far West",20125.0,0.5586,500.0,0.7262,40300.0,10485.0,19646.0,2.05130815433167,61505.31933,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Distant","Far West",18765.904755244756,0.4732235186873289,523.5020210185934,0.3713,25300.0,1259.0,11952.0,2.11680053547523,20459.59413,"Specialized"
"High",0.6571039413845394,531.1777777777778,"City:Large","Far West",25000.0,0.125,523.5020210185934,0.047,44600.0,1009.0,31330.0,1.42355569741462,44387.56349,"Professional"
"Low",0.6571039413845394,531.1777777777778,"City:Midsize","Far West",12832.5,0.4732235186873289,523.5020210185934,0.2623,31400.0,9576.0,11243.0,2.79284888374989,25893.65203,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Far West",10292.0,0.4732235186873289,523.5020210185934,0.4323,31600.0,1560.0,11188.0,2.82445477297104,23542.1611,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Midsize","Far West",10037.0,0.2966,523.5020210185934,0.4178,31100.0,4879.0,11838.0,2.62713296164893,30052.31967,"Professional"
"High",0.5725,531.1777777777778,"City:Large","Far West",25875.0,0.454,523.5020210185934,1.0,24600.0,833.0,42449.0,0.57951895215435,73813.84242,"Specialized"
"Low",0.8187,485.0,"Town:Fringe","Far West",18999.5,0.4621,480.0,0.6172,37700.0,10885.0,17928.0,2.10285586791611,53127.84575,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Large","Far West",9500.0,0.4732235186873289,523.5020210185934,0.2835,32900.0,4820.0,12023.0,2.7364218581053,27307.11478,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Midsize","Far West",9500.0,0.4732235186873289,523.5020210185934,0.3343,31000.0,4528.0,11280.0,2.74822695035461,30387.8723,"Specialized"
"Low",0.9571,520.0,"Suburb:Midsize","Far West",15806.5,0.5424,575.0,0.7085,28900.0,4371.0,19245.0,1.50168875032476,43695.76898,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Far West",11360.0,0.4732235186873289,523.5020210185934,0.3092,31600.0,5062.0,11135.0,2.8378985181859,30533.70773,"Specialized"
"High",0.6462,625.0,"City:Midsize","Far West",23000.0,0.8294,625.0,0.9568,47900.0,4796.0,43173.0,1.10948972737591,113147.2541,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Rural:Fringe","Far West",8500.5,0.4732235186873289,523.5020210185934,0.5357,24400.0,1013.0,11455.0,2.13007420340463,21742.56686,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Far West",11422.5,0.4732235186873289,523.5020210185934,0.3043,33600.0,5335.0,12349.0,2.72086808648474,30143.1106,"Specialized"
"High",0.6571039413845394,531.1777777777778,"Rural:Fringe","Far West",28300.5,0.1467,523.5020210185934,1.0,30500.0,882.0,23789.0,1.28210517466056,28523.45818,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Large","Far West",9500.0,0.4732235186873289,523.5020210185934,0.2694,32200.0,4793.0,11652.0,2.76347408170271,23243.53379,"Specialized"
"High",0.8249,531.1777777777778,"Suburb:Large","Far West",28333.0,0.2442,523.5020210185934,0.1571,34200.0,670.0,26398.0,1.29555269338586,22045.38448,"Professional"
"High",0.7471,531.1777777777778,"City:Small","Far West",28333.0,0.3043,523.5020210185934,0.1552,34200.0,384.0,27158.0,1.25929744458355,22045.38448,"Professional"
"Low",0.6571039413845394,531.1777777777778,"City:Midsize","Far West",5810.0,0.4732235186873289,523.5020210185934,0.416,34800.0,1508.0,13119.0,2.6526412074091,23633.93425,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Large","Far West",14500.0,0.21,523.5020210185934,0.2921,35100.0,2385.0,10551.0,3.32669889110037,33048.6271,"Professional"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Far West",14339.0,0.4732235186873289,523.5020210185934,0.3107,26600.0,1781.0,11504.0,2.31223922114047,23272.18555,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Large","Far West",18765.904755244756,0.4732235186873289,523.5020210185934,0.234,33000.0,2576.0,9008.0,3.66341030195382,18292.51942,"Specialized"
"High",0.6165,510.0,"Suburb:Large","Far West",20625.0,0.507,520.0,0.3027,35700.0,1198.0,32489.0,1.09883345132199,63200.94411,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Far West",10182.0,0.2984,523.5020210185934,0.2658,28800.0,5156.0,10621.0,2.71160907635816,24880.63587,"Professional"
"High",0.7662,540.0,"Suburb:Large","Far West",24495.5,0.6638,555.0,0.8724,42600.0,3133.0,40879.0,1.04209985567162,79812.29875,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Town:Remote","Far West",10167.0,0.2761,523.5020210185934,0.3662,23100.0,1308.0,10628.0,2.17350395182537,22908.46507,"Professional"
"High",0.5184,610.0,"City:Midsize","Far West",21500.0,0.7324,625.0,0.8247,41400.0,2645.0,49995.0,0.828082808280828,93651.3018,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Far West",7805.0,0.4732235186873289,523.5020210185934,0.2455,34900.0,1324.0,11587.0,3.01199620264089,26190.74026,"Specialized"
"High",0.9392,505.0,"Suburb:Midsize","Far West",24561.5,0.483,495.0,0.3777,40200.0,1380.0,37884.0,1.06113398796326,61971.69643,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"City:Large","Far West",18765.904755244756,0.1969,523.5020210185934,0.2492,32000.0,2158.0,11466.0,2.79085993371708,18083.56321,"Professional"
"Low",0.6571039413845394,531.1777777777778,"City:Large","Far West",18765.904755244756,0.3249,523.5020210185934,0.2966,27600.0,3868.0,9966.0,2.76941601444913,14538.36206,"Professional"
"High",0.7984,573.0,"City:Large","Far West",23000.0,0.7408,575.0,0.5561,40500.0,3176.0,41567.0,0.974330598792311,82262.41107,"Comprehensive"
"High",0.7052,580.0,"City:Large","Far West",24333.0,0.7064,575.0,0.649,49500.0,4593.0,44536.0,1.11146039159332,92088.54462,"Comprehensive"
"Low",0.6571039413845394,531.1777777777778,"Suburb:Large","Far West",13728.5,0.4732235186873289,523.5020210185934,0.3127,34900.0,2341.0,11286.0,3.0923267765373,29475.31866,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Far West",14229.5,0.4732235186873289,523.5020210185934,0.3933,28700.0,2781.0,12041.0,2.38352296320904,28203.87989,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Far West",9000.0,0.4732235186873289,523.5020210185934,0.3409,27400.0,3242.0,10955.0,2.50114103149247,26605.28541,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Midsize","Far West",12500.0,0.4732235186873289,523.5020210185934,0.4906,28600.0,4989.0,10058.0,2.84350765559753,24522.90429,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Midsize","Far West",10385.0,0.4732235186873289,523.5020210185934,0.3203,26300.0,4723.0,11016.0,2.38743645606391,27729.40914,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Midsize","Far West",14043.0,0.4732235186873289,523.5020210185934,0.2683,31800.0,4836.0,10967.0,2.89960791465305,26831.02773,"Specialized"
"Low",0.6571039413845394,531.1777777777778,"City:Small","Far West",11056.0,0.4732235186873289,523.5020210185934,0.3819,30200.0,2599.0,11385.0,2.6526130873957,28963.80663,"Specialized"
"High",0.8898,525.0,"Suburb:Small","Far West",26097.0,0.5308,540.0,0.952,40900.0,1588.0,32718.0,1.25007641053854,82637.06606,"Comprehensive"
"High",0.8354,540.0,"Town:Distant","Far West",20500.0,0.6676,525.0,0.8355,43700.0,22421.0,23611.0,1.85083223921054,67558.26272,"Comprehensive"
"Low",0.5844,640.0,"City:Large","Far West",15102.0,0.7956,585.0,0.7161,48300.0,27890.0,20765.0,2.32602937635444,59889.03444,"Comprehensive"
