"","cost_level","ADM_RATE","SATMTMID","LOCALE","region","GRAD_DEBT_MDN","C150_4","SATVRMID","PFTFAC","md_earn_wne_p8","UGDS","COSTT4_A","ROI","AVG_INC","Major_Cluster"
"1166","High",0.0626,750,"City:Midsize","New England",6000,0.9743,740,0.8205,77600,7245,53950,1.43836886005561,61690.1639,"Comprehensive"
"1167","High",0.3312,NA,"City:Midsize","New England",24200,0.9142,NA,0.8141,55800,2872,52432,1.06423558132438,NA,"Comprehensive"
"1168","Low",NA,NA,"Suburb:Large","New England",8202.5,NA,NA,0.251,27800,6805,14510,1.91592005513439,31607.11316,"Specialized"
"1169","Low",NA,NA,"City:Large","New England",22736.5,NA,NA,0.0769,28800,288,20428,1.40982964558449,18662.79147,"Specialized"
"1170","High",0.7396,495,"City:Small","New England",24750,0.4651,485,0.3474,34600,1523,40837,0.847270857310772,87556.24911,"Comprehensive"
"1171","High",NA,NA,"Suburb:Large","New England",20000,NA,NA,0.614,62300,311,35160,1.77189988623436,58622.1807,"Specialized"
"1172","High",0.6645,515,"City:Midsize","New England",23317,0.4939,535,0.7842,33200,1786,44258,0.750146866103303,89030.06126,"Comprehensive"
"1173","Low",0.6447,570,"Suburb:Large","New England",22894,0.5,535,0.469,45600,11025,19608,2.32558139534884,69600.67864,"Comprehensive"
"1174","High",NA,NA,"Suburb:Large","New England",12000,NA,NA,0.1818,30900,204,23666,1.30567058226992,43758.73749,"Specialized"
"1175","Low",0.6563,605,"Suburb:Large","New England",21500,0.6716,580,0.8709,43500,21265,23131,1.88059314340063,92039.47219,"Comprehensive"
"1176","Low",0.6844,515,"City:Large","New England",NA,0.3983,480,0.9927,42400,11065,18388,2.30585164237546,54647.11397,"Comprehensive"
"1177","Low",NA,NA,"Suburb:Large","New England",8000,NA,NA,0.2277,36500,4647,15144,2.41019545694665,40536.68137,"Specialized"
"1178","High",0.7956,575,"City:Large","New England",22750,0.6857,520,0.9858,113100,1849,40719,2.77757312311206,75539.63247,"Specialized"
"1179","Low",0.631,535,"City:Large","New England",23250,0.6782,540,0.8774,30200,1850,23381,1.29164706385527,77884.98887,"Specialized"
"1180","High",0.0973,770,"City:Midsize","New England",14003,0.9286,720,0.9869,86900,4363,53210,1.6331516632212,97260.69509,"Comprehensive"
"1181","High",0.6281,540,"Suburb:Midsize","New England",24675,0.6527,500,0.8161,67500,1269,24262,2.78212843129173,103184.4433,"Professional"
"1182","Low",NA,NA,"Suburb:Large","New England",7500,NA,NA,0.1817,29100,6555,11270,2.58207630878438,39466.57588,"Specialized"
"1183","High",0.8788,NA,"Suburb:Large","New England",24500,0.6984,NA,0.4871,47200,2253,42447,1.11197493344642,99090.39399,"Comprehensive"
"1184","Low",NA,NA,"Suburb:Large","New England",5861,NA,NA,0.2108,30800,9000,8091,3.80669880113707,40787.6245,"Specialized"
"1185","High",NA,NA,"Suburb:Large","New England",25000,0.4935,NA,0.2468,24900,390,34601,0.719632380567036,76321.68558,"Specialized"
"1186","High",0.5149,NA,"Suburb:Large","New England",19750,0.8488,NA,0.8191,39300,2317,53936,0.728641352714328,79293.38631,"Comprehensive"
"1187","High",0.7542,433,"City:Small","New England",25000,0.4359,425,0.4024,32600,1407,39665,0.821883272406404,72071.61101,"Professional"
"1188","Low",NA,NA,"Rural:Fringe","New England",9135,NA,NA,0.2765,29200,4276,11461,2.54777070063694,39272.41401,"Specialized"
"1189","High",0.8558,NA,"City:Large","New England",20750,0.4634,NA,0.5484,24900,467,48941,0.508775872989927,79724.82005,"Specialized"
"1190","High",0.2701,NA,"City:Large","New England",26311.5,0.76,NA,0.3957,21800,401,50345,0.43301221571159,NA,"Specialized"
"1191","High",NA,NA,"City:Large","New England",12000,NA,NA,NA,26200,98,43256,0.605696319585722,66896.24151,"Specialized"
"1192","High",NA,NA,"Suburb:Large","New England",25000,0.4352,NA,0.3063,32700,1009,37572,0.870328968380709,58390.42416,"Professional"
"1193","High",NA,NA,"Suburb:Large","New England",25000,0.435,NA,1,41900,1300,41028,1.02125377790777,77084.59026,"Professional"
"1194","Low",0.6734,500,"Town:Fringe","New England",22125,0.5314,500,0.4912,29500,1610,18374,1.60552955262871,62161.90489,"Comprehensive"
"1195","Low",NA,NA,"Suburb:Large","New England",5712,NA,NA,0.2652,29300,7286,11941,2.45373084331296,33579.53041,"Specialized"
"1196","High",0.3127,NA,"Suburb:Large","New England",30250,0.4054,NA,0.3082,30700,1290,39257,0.782026135466286,59066.99438,"Professional"
"1197","High",0.3453,685,"City:Large","New England",26625,0.7682,655,0.4699,56400,15061,52117,1.08218047853867,109097.6248,"Comprehensive"
"1198","Low",NA,NA,"Suburb:Large","New England",8000,NA,NA,0.1644,28200,6382,10732,2.62765560939247,34120.83985,"Specialized"
"1199","High",0.8314,465,"Suburb:Large","New England",24000,0.6093,465,0.8462,41300,1115,37327,1.10643769925255,62534.08988,"Comprehensive"
"1200","High",0.9636,395,"Suburb:Large","New England",27800,0.3406,410,0.3939,32700,309,35355,0.924904539669071,29534.91058,"Comprehensive"
"1201","Low",NA,NA,"Suburb:Large","New England",14250,NA,NA,0.1525,36000,3852,16633,2.16437203150364,35452.88852,"Specialized"
"1202","Low",NA,NA,"City:Midsize","New England",7772,NA,NA,0.2608,30400,7921,12740,2.3861852433281,37403.82095,"Specialized"
"1203","High",0.7603,470,"Suburb:Large","New England",27000,0.6335,460,0.3711,41000,1151,44381,0.923818751267434,71419.73998,"Comprehensive"
"1204","Low",NA,NA,"City:Large","New England",NA,NA,NA,0.3475,30900,2562,5102,6.05644845158761,17473.54937,"Specialized"
"1205","Low",0.5736,495,"Suburb:Large","New England",21739.5,0.4167,495,0.4428,37600,7136,19496,1.92860073861305,63748.95644,"Comprehensive"
"1206","High",0.4658,560,"City:Large","New England",25000,0.6921,565,0.3555,46500,1807,49244,0.944277475428479,84069.25448,"Comprehensive"
"1207","High",0.8724,NA,"Rural:Fringe","New England",15000,0.6875,NA,0.6462,24000,345,54677,0.438941419609708,NA,"Comprehensive"
"1208","High",0.4547,NA,"Suburb:Large","New England",19425,0.8537,NA,0.8005,37900,2627,54212,0.699107208736073,94935.93688,"Comprehensive"
"1209","High",0.6783,505,"City:Midsize","New England",22125,0.6707,505,1,39900,2320,42905,0.929961542943713,66850.64443,"Comprehensive"
"1210","Low",NA,NA,"City:Midsize","New England",6497,NA,NA,0.4076,27600,6353,12867,2.14502214968524,27417.34502,"Specialized"
"1211","Low",0.7115,535,"Suburb:Midsize","New England",23000,0.4821,510,0.5975,41100,7372,21918,1.87517109225294,68710.84867,"Comprehensive"
"1212","High",0.6518,600,"Suburb:Large","New England",25000,0.8133,600,0.6426,51700,2463,47275,1.09360126916975,133868.2526,"Comprehensive"
"1213","High",0.7899,515,"City:Large","New England",25000,0.5484,510,0.4955,46000,5640,43520,1.05698529411765,81875.33012,"Comprehensive"
"1214","High",0.2186,720,"Suburb:Large","New England",17125,0.9025,710,0.6837,57400,5136,55000,1.04363636363636,118655.7985,"Comprehensive"
"1215","High",0.3068,695,"Suburb:Large","New England",9200,0.919,695,0.8204,52800,2372,54000,0.977777777777778,88908.28455,"Comprehensive"
"1216","High",0.6139,565,"City:Large","New England",25000,0.6101,515,0.4765,52100,3839,38140,1.36601992658626,86066.09449,"Professional"
"1217","High",0.7985,520,"City:Midsize","New England",25000,0.6057,545,0.6083,48400,2642,42517,1.13836818213891,95105.564,"Comprehensive"
"1218","Low",0.6121,515,"Suburb:Large","New England",20915,0.5833,500,0.4711,39300,5254,18035,2.17909620182978,78507.09997,"Comprehensive"
"1219","High",0.6155,NA,"Suburb:Large","New England",21500,0.7709,NA,0.7807,42500,1622,53264,0.797912285971763,91932.78589,"Comprehensive"
"1220","High",0.7066,475,"City:Large","New England",25000,0.5778,490,0.4024,35300,872,41775,0.845002992220227,85709.4467,"Professional"
"1221","High",0.1872,705,"Town:Fringe","New England",11842,0.9534,715,0.8211,46400,2014,54921,0.844849875275396,NA,"Comprehensive"
"1222","High",0.5672,NA,"City:Midsize","New England",25000,0.7626,NA,0.741,75200,3746,52111,1.443073439389,118642.6423,"Comprehensive"
"1223","Low",0.6542,515,"City:Midsize","New England",18750,0.4695,495,1,39700,4775,17217,2.30586048672823,77396.94469,"Comprehensive"
"1224","High",0.6439,NA,"Town:Distant","Great Lakes",24149,0.4944,NA,0.4971,33800,1656,36122,0.93571784508056,72471.68556,"Comprehensive"
"1225","High",0.6933,620,"Town:Fringe","Great Lakes",25000,0.683,575,0.7324,40800,1495,41528,0.982469659025236,90014.52167,"Comprehensive"
"1226","High",0.7285,571,"Town:Distant","Great Lakes",25000,0.6667,600,0.5752,38000,1389,38602,0.984404953111238,83919.71343,"Comprehensive"
"1227","Low",NA,NA,"Rural:Fringe","Great Lakes",8509,NA,NA,0.3742,25500,1643,7154,3.5644394744199,30298.87005,"Specialized"
"1228","High",0.4495,525,"Town:Fringe","Great Lakes",25000,0.6339,525,0.7375,33400,1857,30636,1.09022065543805,70446.50132,"Comprehensive"
"1229","High",0.7852,NA,"City:Midsize","Great Lakes",NA,0.522,NA,0.3965,31200,1917,31433,0.992587408137944,71905.5802,"Comprehensive"
"1230","Low",NA,NA,"Town:Distant","Great Lakes",21442.5,0.1807,NA,0.0469,23900,3065,17730,1.34799774393683,28927.12761,"Professional"
"1231","Low",NA,NA,"Suburb:Large","Great Lakes",21442.5,0.1056,NA,0.1035,23900,6278,17900,1.33519553072626,28927.12761,"Professional"
"1232","Low",NA,NA,"Town:Remote","Great Lakes",9250.5,NA,NA,0.2791,25100,2468,10850,2.31336405529954,28554.26955,"Specialized"
"1233","High",0.7539,595,"City:Midsize","Great Lakes",25000,0.769,575,1,38100,3797,36470,1.04469426926241,91309.92381,"Comprehensive"
"1234","Low",NA,NA,"City:Small","Great Lakes",6625,NA,NA,NA,29300,290,16547,1.77071372454221,40746.51117,"Specialized"
"1235","Low",0.6845,528,"Town:Distant","Great Lakes",25025,0.5425,509,0.6571,36100,21232,20022,1.80301668165018,73749.65717,"Comprehensive"
"1236","Low",NA,NA,"City:Midsize","Great Lakes",10898,NA,NA,0.2437,22900,9073,9940,2.30382293762575,24721.73304,"Specialized"
"1237","High",NA,NA,"City:Midsize","Great Lakes",23946,0.6444,NA,0.0495,47800,509,25406,1.8814453278753,49729.13571,"Professional"
"1238","High",0.5579,515,"City:Midsize","Great Lakes",24425,0.4,530,0.25,33700,496,31639,1.0651411232972,66935.36459,"Comprehensive"
"1239","High",0.4184,NA,"City:Large","Great Lakes",27000,0.57,NA,0.1897,33200,1329,42860,0.774615025664956,71239.16836,"Specialized"
"1240","High",0.9333,NA,"Suburb:Large","Great Lakes",34000,0.2512,NA,0.9928,26800,8863,24558,1.09129407932242,31980.76431,"Professional"
"1241","Low",NA,NA,"Rural:Fringe","Great Lakes",9371.5,NA,NA,0.3782,25800,9599,8796,2.9331514324693,28154.61534,"Specialized"
"1242","Low",0.9828,NA,"Suburb:Large","Great Lakes",16500,NA,NA,NA,35500,844,18671,1.90134433078035,32989.17451,"Specialized"
"1243","High",0.5335,565,"City:Large","Great Lakes",21488,0.5723,530,1,43000,2899,42557,1.01040956834363,64257.70351,"Comprehensive"
"1244","High",NA,NA,"Suburb:Large","Great Lakes",8379,NA,NA,NA,20500,269,29283,0.700064884062425,17531.55709,"Specialized"
"1245","High",NA,NA,"Suburb:Large","Great Lakes",8379,NA,NA,NA,20500,203,26530,0.772710139464757,17531.55709,"Specialized"
"1246","Low",0.6634,515,"Suburb:Large","Great Lakes",24077,0.3955,505,0.602,33800,18153,18383,1.83865527933417,50855.53023,"Comprehensive"
"1247","Low",0.7745,NA,"Town:Remote","Great Lakes",24000,0.4207,NA,0.6499,38400,12750,20845,1.84216838570401,55522.95804,"Comprehensive"
"1248","Low",NA,NA,"Rural:Distant","Great Lakes",10500,NA,NA,0.48,26600,873,9932,2.67821184051551,29175.8447,"Specialized"
"1249","High",0.641,650,"City:Midsize","Great Lakes",21500,0.5922,620,1,69900,1684,44254,1.57951823563972,81851.28817,"Professional"
"1250","Low",NA,NA,"Rural:Fringe","Great Lakes",8250,NA,NA,0.3855,24800,1042,11380,2.1792618629174,38811.47014,"Specialized"
"1251","Low",0.8087,NA,"City:Small","Great Lakes",23250,0.5333,NA,0.3103,25700,340,21886,1.17426665448232,41401.16095,"Professional"
"1252","High",0.6271,546,"City:Midsize","Great Lakes",22219,0.4434,560,0.9857,32800,2059,31419,1.04395429517171,57330.63657,"Comprehensive"
"1253","Low",NA,NA,"City:Midsize","Great Lakes",10334.5,NA,NA,0.2553,27300,16809,7440,3.66935483870968,34283.0733,"Specialized"
"1254","Low",0.831,565,"Suburb:Large","Great Lakes",23875,0.6331,535,0.6543,36900,21124,19873,1.85679062043979,71921.75383,"Comprehensive"
"1255","Low",NA,NA,"Suburb:Large","Great Lakes",NA,0.2564,NA,0.4583,22600,207,23187,0.97468409022297,39310.00707,"Specialized"
"1256","Low",NA,NA,"City:Small","Great Lakes",15500,NA,NA,0.2026,26700,16412,8026,3.32668826314478,20815.45922,"Specialized"
"1257","High",0.8224,590,"City:Small","Great Lakes",25000,0.7907,600,0.6824,39700,3168,36960,1.0741341991342,99911.39725,"Comprehensive"
"1258","High",0.8128,NA,"City:Small","Great Lakes",12500,0.3212,NA,0.0526,35100,694,26549,1.3220836943011,26162.33494,"Professional"
"1259","Low",NA,NA,"Rural:Fringe","Great Lakes",NA,NA,NA,0.2102,26700,6551,10093,2.64539780045576,27798.34122,"Specialized"
"1260","High",0.6881,610,"City:Small","Great Lakes",23000,0.809,620,0.8783,41400,1374,44988,0.920245398773006,NA,"Comprehensive"
"1261","Low",NA,NA,"Suburb:Midsize","Great Lakes",13142.5,NA,NA,0.2327,26600,10645,9854,2.69941140653542,31139.12289,"Specialized"
"1262","Low",NA,NA,"City:Small","Great Lakes",15493,NA,NA,0.9886,27800,5167,9119,3.04857988814563,27684.44142,"Specialized"
"1263","Low",NA,NA,"Rural:Remote","Great Lakes",12425,NA,NA,0.2375,21900,1747,8441,2.59447932709395,27189.12837,"Specialized"
"1264","Low",NA,NA,"Rural:Fringe","Great Lakes",11000,NA,NA,0.1714,22400,3537,12845,1.74386920980926,25394.80835,"Specialized"
"1265","Low",0.9058,525,"Town:Remote","Great Lakes",23427.5,0.346,524,0.6548,32600,2609,18652,1.74780184430624,58249.65742,"Comprehensive"
"1266","Low",NA,NA,"City:Midsize","Great Lakes",16580,NA,NA,0.1049,27500,20190,10265,2.67900633219679,33305.44313,"Specialized"
"1267","High",0.4697,NA,"City:Small","Great Lakes",26994,0.4386,NA,0.2807,50000,3056,36280,1.37816979051819,60492.9992,"Comprehensive"
"1268","Low",NA,NA,"City:Midsize","Great Lakes",4000,NA,NA,0.1978,28600,14394,9415,3.03770578863516,28213.13746,"Specialized"
"1269","Low",0.6523,455,"City:Small","Great Lakes",25000,0.4541,470,0.3382,36300,2964,21093,1.720950078225,50463.80825,"Comprehensive"
"1270","High",0.4544,NA,"City:Large","Great Lakes",35896,0.2206,NA,0.2417,25300,1001,24700,1.02429149797571,27421.37954,"Comprehensive"
"1271","High",0.6322,508,"Suburb:Large","Great Lakes",16548.5,0.4234,484,0.75,30300,1029,24138,1.25528212776535,48047.55785,"Comprehensive"
"1272","High",0.406,700,"City:Midsize","Great Lakes",21500,0.8951,650,0.8103,53400,27240,24065,2.2189902347808,100334.2422,"Comprehensive"
"1273","Low",0.7294,605,"City:Small","Great Lakes",23822,0.7709,520,0.8706,46800,36158,21403,2.1866093538289,87931.65034,"Comprehensive"
"1274","High",0.7372,625,"Town:Remote","Great Lakes",24001.5,0.6533,585,0.8657,57400,5642,24119,2.37986649529417,81655.00666,"Comprehensive"
"1275","Low",0.5912,665,"City:Small","Great Lakes",22500,0.4925,NA,0.5788,42900,6950,14232,3.01433389544688,47988.83826,"Comprehensive"
"1276","Low",0.7054,618,"City:Midsize","Great Lakes",25752,0.3733,568,0.5245,36700,6720,14812,2.47772076694572,49162.44377,"Comprehensive"
"1277","Low",NA,NA,"Rural:Fringe","Great Lakes",18180,NA,NA,0.1742,24800,4145,8517,2.91182341199953,34186.76455,"Specialized"
"1278","Low",NA,NA,"Rural:Fringe","Great Lakes",9344,NA,NA,0.2169,25400,2778,7255,3.50103376981392,29541.03955,"Specialized"
"1279","Low",NA,NA,"Rural:Distant","Great Lakes",16375,NA,NA,0.1931,25800,1720,12544,2.05676020408163,30152.60852,"Specialized"
"1280","Low",NA,NA,"City:Small","Great Lakes",21442.5,0.1655,NA,0.1375,23900,4960,18185,1.31427000274952,28927.12761,"Professional"
"1281","Low",NA,NA,"City:Small","Great Lakes",7800,NA,NA,0.2661,24600,3871,7475,3.29096989966555,27644.31002,"Specialized"
"1282","Low",NA,NA,"Rural:Fringe","Great Lakes",8077,NA,NA,0.126,22800,2573,5506,4.1409371594624,30243.47446,"Specialized"
"1283","Low",0.7218,NA,"Town:Remote","Great Lakes",20773,0.4734,NA,0.628,30800,8470,16934,1.81882603047124,61113.3914,"Comprehensive"
"1284","Low",NA,NA,"Town:Remote","Great Lakes",15621.5,NA,NA,0.3111,26600,4786,11350,2.34361233480176,35823.90259,"Specialized"
"1285","High",0.6808,495,"City:Small","Great Lakes",21821,0.5526,470,0.1448,40800,3175,30207,1.35068030588936,57564.1693,"Professional"
"1286","Low",NA,NA,"Suburb:Large","Great Lakes",8375,NA,NA,0.1874,26900,17199,8903,3.02145344265978,22609.44522,"Specialized"
"1287","Low",0.6757,NA,"Suburb:Large","Great Lakes",23482,0.4033,NA,0.4846,37900,15359,17405,2.17753519103706,59311.12026,"Comprehensive"
"1288","High",0.7404,470,"Rural:Distant","Great Lakes",28778,0.4591,NA,1,31000,935,29197,1.06175291982053,60601.24893,"Comprehensive"
"1289","High",0.5487,NA,"Suburb:Large","Great Lakes",23000,0.5,NA,0.359,27300,311,25575,1.06744868035191,54170.76758,"Professional"
"1290","Low",0.8931,NA,"Rural:Fringe","Great Lakes",23346,0.3852,NA,0.3859,35000,9107,16353,2.140280070935,58404.1911,"Comprehensive"
"1291","Low",NA,NA,"City:Small","Great Lakes",8250,NA,NA,0.1769,27400,9935,8061,3.39908199975189,28473.62259,"Specialized"
"1292","High",0.555,512,"Town:Distant","Great Lakes",17978,0.4394,478,0.3071,34500,2276,28375,1.215859030837,51267.56247,"Comprehensive"
"1293","Low",NA,NA,"Suburb:Small","Great Lakes",11500,NA,NA,0.2601,26900,4053,9734,2.76350934867475,33469.32275,"Specialized"
"1294","Low",NA,NA,"Rural:Fringe","Great Lakes",10290.5,NA,NA,0.3239,22800,2698,11849,1.92421301375644,30467.17357,"Specialized"
"1295","High",0.7353,530,"Suburb:Small","Great Lakes",21500,0.5584,525,0.9818,34800,3021,29998,1.16007733848923,57081.34098,"Comprehensive"
"1296","High",0.664,NA,"Town:Remote","Great Lakes",25000,0.3714,NA,1,25500,590,27418,0.930045955211905,44927.17403,"Professional"
"1297","Low",NA,NA,"Suburb:Large","Great Lakes",12851,NA,NA,0.2167,26200,11116,10558,2.48153059291533,29092.66899,"Specialized"
"1298","Low",NA,NA,"City:Large","Great Lakes",10545.5,NA,NA,0.0734,21400,16370,9648,2.21807628524046,14113.03764,"Specialized"
"1299","Low",0.7552,NA,"City:Large","Great Lakes",20875,0.2635,NA,0.4958,36700,19558,17388,2.1106510236945,41930.92031,"Comprehensive"
"1300","Low",NA,NA,"Rural:Distant","Great Lakes",9800,NA,NA,0.2553,24100,1222,5974,4.03414797455641,25650.18844,"Specialized"
"1301","Low",0.8316,NA,"City:Small","Great Lakes",24409,0.5586,NA,0.6174,37900,19700,21026,1.80253020070389,65567.58259,"Comprehensive"
"1302","Low",NA,NA,"City:Small","Plains",24187,0.4348,NA,NA,32100,188,23206,1.38326294923727,29150.38884,"Professional"
"1303","Low",NA,NA,"Rural:Fringe","Plains",12000,NA,NA,0.4621,34700,1845,18141,1.9127942230307,51048.38772,"Specialized"
"1304","Low",NA,NA,"Suburb:Large","Plains",14604,NA,NA,0.4237,36100,2072,18637,1.93700702902828,38138.08229,"Specialized"
"1305","Low",NA,NA,"Suburb:Large","Plains",14241,NA,NA,0.4319,34400,7170,15086,2.28025984356357,49092.03787,"Specialized"
"1306","High",0.5106,571,"City:Large","Plains",25000,0.6524,518,0.5026,41300,2907,38672,1.06795614398014,65474.84302,"Comprehensive"
"1307","Low",NA,NA,"Town:Distant","Plains",NA,NA,NA,0.375,29900,2836,13464,2.22073677956031,38819.91856,"Specialized"
"1308","Low",0.9046,NA,"Town:Remote","Plains",19281.5,0.4533,NA,0.5796,35100,4568,16749,2.09564750134336,60429.60375,"Comprehensive"
"1309","High",0.8429,NA,"City:Small","Plains",24524,0.5062,NA,0.6094,31400,596,30384,1.03343865192206,75614.09613,"Comprehensive"
"1310","High",0.8232,578,"Suburb:Large","Plains",22050,0.7335,585,0.4938,41100,3394,39113,1.05080152379004,90645.89316,"Comprehensive"
"1311","Low",NA,NA,"Town:Remote","Plains",11412.5,NA,NA,0.5407,29100,2923,14383,2.02322185913926,37950.00826,"Specialized"
